Meeting_ID,Committee_Name,Meeting_Date,Meeting_Time,Entry_ID,Zip_Code,Registration_Time,Agenda_Item,Agenda_Item_Title,Support,Speaking,OBJECTID
43396,Common Council,6/16/2020,06:30:00,94513,53703,6/15/2020 15:11,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3251
43396,Common Council,6/16/2020,06:30:00,94511,53715,6/15/2020 15:07,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3252
43396,Common Council,6/16/2020,06:30:00,94536,53714,6/15/2020 15:54,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3253
43396,Common Council,6/16/2020,06:30:00,94540,53703,6/15/2020 16:03,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3254
43396,Common Council,6/16/2020,06:30:00,94557,53703,6/15/2020 16:45,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3255
43396,Common Council,6/16/2020,06:30:00,94558,53704,6/15/2020 16:45,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3256
43396,Common Council,6/16/2020,06:30:00,94573,53711,6/15/2020 17:07,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3257
43396,Common Council,6/16/2020,06:30:00,94574,53719,6/15/2020 17:07,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3258
43396,Common Council,6/16/2020,06:30:00,94584,53704,6/15/2020 17:30,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3259
43396,Common Council,6/16/2020,06:30:00,94582,53716,6/15/2020 17:28,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3260
43396,Common Council,6/16/2020,06:30:00,94577,53711,6/15/2020 17:22,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3261
43396,Common Council,6/16/2020,06:30:00,94600,53703,6/15/2020 18:38,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3262
43396,Common Council,6/16/2020,06:30:00,94606,53703,6/15/2020 18:58,41,"Amending the Police Department�s 2020 Capital Budget to transfer up to
$125,000 in general obligation borrowing authority from the Midtown District
Station Project to capital projects authorizing the purchase and installation of a
generator at the East District Station and to expand the capacity of an existing
capital project, the Police Intervention Equipment project",Oppose,"No, I do not want to speak.",3263
